,category,reviewTitle,rating,relevanceScore
1155,beli-harddisk-eksternal,HDD,5,21.51
1158,beli-harddisk-eksternal,Lima Bintang,5,17.58
1162,beli-harddisk-eksternal,awet,5,29.99
1164,beli-harddisk-eksternal,Baguss..,5,27.81
1165,beli-harddisk-eksternal,Good,4,27.71
1166,beli-harddisk-eksternal,Casing Harddisk,5,27.55
1169,beli-harddisk-eksternal,Java com,4,27.37
1177,beli-harddisk-eksternal,Bagus,4,22
1179,beli-harddisk-eksternal,top lazada,5,21.5
1180,beli-harddisk-eksternal,Barang sesuai gambar,4,20.41
1181,beli-harddisk-eksternal,Keren,5,20.26
1183,beli-harddisk-eksternal,Bagus !!,4,20.13
1184,beli-harddisk-eksternal,casing hdd,4,20.04
1186,beli-harddisk-eksternal,Lumayan,4,19.87
1187,beli-harddisk-eksternal,Its work...,4,19.85
1188,beli-harddisk-eksternal,Lumayan,4,19.83
1189,beli-harddisk-eksternal,Senang,5,19.5
1194,beli-harddisk-eksternal,Puas,4,17.55
1195,beli-harddisk-eksternal,bagus n komplit,4,17.54
1231,beli-harddisk-eksternal,"Puasssss, Barang asli",5,27.31
1233,beli-harddisk-eksternal,MANTAB,5,32.55
1234,beli-harddisk-eksternal,Barang ok. sesuai deskripsi,5,32.01
1235,beli-harddisk-eksternal,NO Coment dech,5,24.01
1239,beli-harddisk-eksternal,Bagus banget,5,20.4
1241,beli-harddisk-eksternal,Bagus,4,27.32
1243,beli-harddisk-eksternal,Memuaskan,5,31.6
1244,beli-harddisk-eksternal,OVERALL NICE !!!,4,28.01
1246,beli-harddisk-eksternal,barang ok,5,20.51
1249,beli-harddisk-eksternal,Seagate Expansion Harddisk Eksternal 1TB/2.5Inch/USB3.0 - Hitam,4,20.51
1250,beli-harddisk-eksternal,external hard disk seagate,5,20.51
1251,beli-harddisk-eksternal,Senang dan merasa puas,5,20.51
1252,beli-harddisk-eksternal,Barang Memuaskan,5,20.51
1253,beli-harddisk-eksternal,nice product,4,20.07
1264,beli-harddisk-eksternal,Kabel Data Tidak bisa di gunakan,4,32.43
1265,beli-harddisk-eksternal,Seagate Expansion Harddisk Eksternal 1TB/2.5Inch/USB3.0 - Review Pembelian,5,32.02
1270,beli-harddisk-eksternal,Puas,5,30.92
1271,beli-harddisk-eksternal,Lima Bintang,5,30.51
1272,beli-harddisk-eksternal,PUAS,5,30.01
1273,beli-harddisk-eksternal,sip pelayanannya,5,29.99
1274,beli-harddisk-eksternal,recomended,5,29.01
1275,beli-harddisk-eksternal,sangat puas,5,29.01
1276,beli-harddisk-eksternal,barangnya cepat datang!,5,28.89
1278,beli-harddisk-eksternal,ok,5,28.18
1279,beli-harddisk-eksternal,Work!!!!,5,28.01
1280,beli-harddisk-eksternal,Seaget expansion 1tb,5,28.01
1281,beli-harddisk-eksternal,Good job,5,28.01
1282,beli-harddisk-eksternal,Aman dan Nyaman,5,28.01
1283,beli-harddisk-eksternal,Perfect real capacity,5,28.01
1284,beli-harddisk-eksternal,Lima Bintang,5,28.01
1292,beli-harddisk-eksternal,Hardisk eksternal,5,23.84
1293,beli-harddisk-eksternal,Mantap,5,23.84
1295,beli-harddisk-eksternal,Lima Bintang,5,23.6
1301,beli-harddisk-eksternal,good Harddisk,5,22.49
1302,beli-harddisk-eksternal,Top,5,22.11
1304,beli-harddisk-eksternal,Good seller,5,21.54
1305,beli-harddisk-eksternal,Direkomendasikan,5,21.51
1306,beli-harddisk-eksternal,Bagus,5,21.51
1307,beli-harddisk-eksternal,barang sesuai pesanan...,5,21.51
1308,beli-harddisk-eksternal,fast respond,5,21.51
1309,beli-harddisk-eksternal,"Produk original, bonus sesuai",5,21.39
1310,beli-harddisk-eksternal,Hai seagated,5,21.37
1311,beli-harddisk-eksternal,"Sesuai gambar, berfungsi",5,21.36
1312,beli-harddisk-eksternal,Seagate Harddisk external 1 TB,5,20.76
1313,beli-harddisk-eksternal,HD EXTERNAL SEAGATE,4,20.76
1314,beli-harddisk-eksternal,Pengiriman yang Cepat,5,20.51
1315,beli-harddisk-eksternal,KEREN,5,20.51
1317,beli-harddisk-eksternal,barang diterima dengan baik,5,20.51
1318,beli-harddisk-eksternal,Puas,5,20.51
1319,beli-harddisk-eksternal,Good Product,5,20.51
1320,beli-harddisk-eksternal,Bagus,5,20.51
1325,beli-harddisk-eksternal,Barang OK.,4,20.51
1326,beli-harddisk-eksternal,ok,4,20.35
1327,beli-harddisk-eksternal,Oke,4,20.34
1328,beli-harddisk-eksternal,Pengiriman cepat & sesuai deskripsi,5,20.16
1330,beli-harddisk-eksternal,Sesuai ekspektasi,5,20.13
1331,beli-harddisk-eksternal,Perfect,5,19.85
1347,beli-harddisk-eksternal,Pengiriman cepat,5,17.64
1348,beli-harddisk-eksternal,Tidak Mengecewakan,5,17.57
1442,beli-harddisk-eksternal,HDD Ext Seagate 1TB,4,31.16
1443,beli-harddisk-eksternal,Plug n play,4,30.51
1444,beli-harddisk-eksternal,Mantap,5,22.88
1455,beli-harddisk-eksternal,"Good Service, Good Quality",5,32.06
1457,beli-harddisk-eksternal,Best value,4,24.11
1463,beli-harddisk-eksternal,"eagate Backup Plus Slim HDD Eksternal 2.5"" 1TB/USB3.0 - Silve",5,22.49
1466,beli-harddisk-eksternal,Produk seagate backup plus slim HDD,5,30.45
1468,beli-harddisk-eksternal,It's fine,4,27.74
1474,beli-harddisk-eksternal,Bagus,5,20.51
1475,beli-harddisk-eksternal,bagus,4,20.47
1476,beli-harddisk-eksternal,Pesanan Telah Di terima,4,20.31
1488,beli-harddisk-eksternal,Horee.. Barang Pesanan sdh sampai,5,31.34
1490,beli-harddisk-eksternal,Puas,5,28.93
1492,beli-harddisk-eksternal,"Seagate Backup Plus Slim HDD Eksternal 2.5"" 2TB/USB3.0",5,27.99
1493,beli-harddisk-eksternal,Thanks Seller & Lazada,5,27.86
1497,beli-harddisk-eksternal,Very Good,5,22.7
1498,beli-harddisk-eksternal,Cepat,5,21.51
1500,beli-harddisk-eksternal,pengembalian barang,5,20.46
1501,beli-harddisk-eksternal,Good,5,20.2
1515,beli-harddisk-eksternal,sangat puas,5,23.1
1516,beli-harddisk-eksternal,berfungsi baik,5,22.49
1517,beli-harddisk-eksternal,"oke, sesuai.. tp blm dicoba",4,21.51
1518,beli-harddisk-eksternal,good,5,20.26
1520,beli-harddisk-eksternal,good,5,19.83
1526,beli-harddisk-eksternal,Puas,4,30.02
1527,beli-harddisk-eksternal,pilihan terbaik untuk harddisk eksternal yg tipis,5,29.94
1528,beli-harddisk-eksternal,mantap,5,29.01
1529,beli-harddisk-eksternal,Barang sampai dengan cepat,5,29.01
1530,beli-harddisk-eksternal,Ntaaap,5,27.81
1531,beli-harddisk-eksternal,Recommended Product,4,27.48
1534,beli-harddisk-eksternal,Mantap,5,22.85
1535,beli-harddisk-eksternal,barang bagus dan awet,5,21.93
1536,beli-harddisk-eksternal,mantab,5,21.51
1540,beli-harddisk-eksternal,Harga benar2 puas..,5,20.51
1541,beli-harddisk-eksternal,Good,5,20.3
1554,beli-harddisk-eksternal,Seagate rose gold 2TB,5,29.82
1555,beli-harddisk-eksternal,Bagus,5,21.19
1556,beli-harddisk-eksternal,Good!,5,19.93
1557,beli-harddisk-eksternal,PINK,5,19.85
1558,beli-harddisk-eksternal,Fast respon,5,19.84
1565,beli-harddisk-eksternal,"BARU PESAN TANGGAL 23, NYAMPE RUMAH TANGGAL 24 BOOM!!",5,32.19
1566,beli-harddisk-eksternal,Lumayan,4,31.49
1568,beli-harddisk-eksternal,good value for money,5,29.01
1569,beli-harddisk-eksternal,Good,5,27.82
1570,beli-harddisk-eksternal,Barang sudah diterima dengan baik,5,27.66
1571,beli-harddisk-eksternal,Good delivery,4,27.66
1573,beli-harddisk-eksternal,GREAT PRODUCT & SELLER,5,27.64
1575,beli-harddisk-eksternal,thanks Om,5,24.61
1577,beli-harddisk-eksternal,produk,5,22.38
1578,beli-harddisk-eksternal,Mantap,5,22.27
1579,beli-harddisk-eksternal,My first order,5,21.57
1580,beli-harddisk-eksternal,thx..,5,21.51
1582,beli-harddisk-eksternal,Cepet amat sampainya,5,21.47
1583,beli-harddisk-eksternal,Cepat dan tepat,5,20.97
1584,beli-harddisk-eksternal,Mantap,4,20.51
1586,beli-harddisk-eksternal,OKE,5,20.4
1587,beli-harddisk-eksternal,Barang Bagus,5,20.38
1588,beli-harddisk-eksternal,Tanya,4,20.3
1589,beli-harddisk-eksternal,WD my passport 1tb,5,20.25
1590,beli-harddisk-eksternal,external wd,4,20.23
1592,beli-harddisk-eksternal,Bagus,5,20.17
1593,beli-harddisk-eksternal,Nice,5,20.17
1594,beli-harddisk-eksternal,Mantap bintang 5,5,20.16
1595,beli-harddisk-eksternal,Top,4,20.14
1596,beli-harddisk-eksternal,Barang baik,5,20.14
1597,beli-harddisk-eksternal,Waduh My Passport 1 TB,5,20.14
1598,beli-harddisk-eksternal,Fast Delivery!,5,20.09
1599,beli-harddisk-eksternal,Barang dan Servis Oke,5,20.07
1600,beli-harddisk-eksternal,Mantab,5,20
1607,beli-harddisk-eksternal,"Barang Mantap, Tapi....",5,17.65
1608,beli-harddisk-eksternal,Mantap..,4,17.63
1609,beli-harddisk-eksternal,"Mantab, Tapi...",4,17.56
1611,beli-harddisk-eksternal,barang ok,5,17.47
1651,beli-harddisk-eksternal,wd 1 TB,5,27.68
1653,beli-harddisk-eksternal,barang ok....,5,21.29
1655,beli-harddisk-eksternal,PUAS BANGET!!,5,20.19
1656,beli-harddisk-eksternal,Tepat-Jelas-Aman,5,20.03
1657,beli-harddisk-eksternal,Recommended,4,17.5
1662,beli-harddisk-eksternal,MEMUASKAN,5,30.01
1664,beli-harddisk-eksternal,Pesanan sudah diterima,5,27.48
1665,beli-harddisk-eksternal,Wuzz Wuzz,5,27.47
1666,beli-harddisk-eksternal,GOOD,5,21.51
1667,beli-harddisk-eksternal,Lima Bintang,5,20.37
1669,beli-harddisk-eksternal,cukup puas,4,20.17
1670,beli-harddisk-eksternal,OK...,5,20.03
1671,beli-harddisk-eksternal,MANTAP!,5,17.62
1672,beli-harddisk-eksternal,Top,5,17.53
1683,beli-harddisk-eksternal,WD My Passport,5,27.73
1684,beli-harddisk-eksternal,Barang Sesuai Pesanan,5,27.73
1685,beli-harddisk-eksternal,Seller MANTAP ✌,4,27.68
1689,beli-harddisk-eksternal,Great Product,5,22.54
1690,beli-harddisk-eksternal,baik,5,21.51
1692,beli-harddisk-eksternal,rekomen,5,20.23
1693,beli-harddisk-eksternal,okelah,4,20.22
1694,beli-harddisk-eksternal,Coolll,4,20.05
1708,beli-harddisk-eksternal,recomend,4,30.14
1709,beli-harddisk-eksternal,Sangat Memuaskan,5,28
1710,beli-harddisk-eksternal,Barang bagus,4,27.63
1711,beli-harddisk-eksternal,5 bintang,5,20.38
1712,beli-harddisk-eksternal,Barang Bagus,5,20.38
1713,beli-harddisk-eksternal,Empat Bintang,4,20.15
1715,beli-harddisk-eksternal,Tokcer,5,17.53
1730,beli-harddisk-eksternal,Recommended,5,27.51
1731,beli-harddisk-eksternal,Cepat dan Bagus!,5,22.62
1739,beli-harddisk-eksternal,Bagus,5,19.85
1740,beli-harddisk-eksternal,Packaging kurang safety,4,17.96
1744,beli-harddisk-eksternal,Barang Bagus,5,27.42
1747,beli-harddisk-eksternal,Keren,4,20.51
1754,beli-harddisk-eksternal,"LENOVO IP 110 14ISK CORE I7 6498DU 2,5GHZ RAM 4GB HARDISK 1TB AMD RADEON R5 2 GB LCD 14 INC NO OS",5,28.01
1780,beli-harddisk-eksternal,design keren!,5,31.51
1786,beli-harddisk-eksternal,Oke,4,30.51
1787,beli-harddisk-eksternal,puas,5,30.51
1912,beli-harddisk-eksternal,semoga awet,5,23.1
1913,beli-harddisk-eksternal,diterima dengan baik,5,23.05
1914,beli-harddisk-eksternal,SanDisk Ultra Flair CZ73,5,23.05
1915,beli-harddisk-eksternal,bagus,5,22.95
1916,beli-harddisk-eksternal,Mantap,5,22.83
1920,beli-harddisk-eksternal,good,5,22.49
1922,beli-harddisk-eksternal,oke banget,5,22.49
1924,beli-harddisk-eksternal,good,5,22.49
1925,beli-harddisk-eksternal,bagus,5,22.49
1926,beli-harddisk-eksternal,puas,5,22.49
1939,beli-harddisk-eksternal,good pengiriman cepet,5,21.51
1940,beli-harddisk-eksternal,cepat panas,4,21.51
1941,beli-harddisk-eksternal,Produk bagus dah!,5,21.51
1943,beli-harddisk-eksternal,salut,5,21.51
1944,beli-harddisk-eksternal,keren,5,21.51
1945,beli-harddisk-eksternal,mantap,5,21.5
1947,beli-harddisk-eksternal,Akhirnya barang sampe,5,21.45
1948,beli-harddisk-eksternal,Good,5,21.33
1952,beli-harddisk-eksternal,pengiriman cepat,5,20.51
1953,beli-harddisk-eksternal,Mantaap,5,20.51
1954,beli-harddisk-eksternal,Mantabb,5,20.51
1956,beli-harddisk-eksternal,Barang Tidak Ada Kejelasan,4,20.51
1958,beli-harddisk-eksternal,Good,4,19.81
2211,beli-harddisk-eksternal,Barang original... Thx Lazada,5,15.59
2261,beli-harddisk-eksternal,Trusted Olshop,5,31.03
2280,beli-harddisk-eksternal,case harddisk yg berbonus botol minum,5,29.43
2281,beli-harddisk-eksternal,good tapi...,4,29.01
2285,beli-harddisk-eksternal,cepet bgt sampe nya,5,24.01
2288,beli-harddisk-eksternal,case herddisk,5,23.05
2295,beli-harddisk-eksternal,Recomended,5,21.51
2338,beli-harddisk-eksternal,Flashdisk 64 gb masih Sip,4,29.01
2340,beli-harddisk-eksternal,Feedback unt penjual,4,26.96
2343,beli-harddisk-eksternal,Mantap,4,26.45
2345,beli-harddisk-eksternal,"Good, everthing is as describe",4,29.94
2346,beli-harddisk-eksternal,good,4,27.47
2352,beli-harddisk-eksternal,pesanan kedua dri jualtransend,5,29.99
2353,beli-harddisk-eksternal,Mantap,5,29
2356,beli-harddisk-eksternal,mantap,5,22.49
2357,beli-harddisk-eksternal,Mantap,5,21.51
2359,beli-harddisk-eksternal,Sesuai deskripsi,5,15.51
2369,beli-harddisk-eksternal,Good,5,32.51
2455,beli-harddisk-eksternal,packing rapi. barangnya siiiiipp banget,5,22.49
2456,beli-harddisk-eksternal,Mantap!,5,21.51
2492,beli-harddisk-eksternal,Banyak Bonus,5,31.76
2494,beli-harddisk-eksternal,Tooopp,5,23.58
2499,beli-harddisk-eksternal,"Puas cepat sampe brngnya,,seneng bngt dpt bnyk",5,20.51
2500,beli-harddisk-eksternal,Mantapp,4,20.51
2523,beli-harddisk-eksternal,cepat dan bagus,5,17.55
2526,beli-harddisk-eksternal,bukti pembayaran,5,30.23
2527,beli-harddisk-eksternal,Puas,5,22.49
2610,beli-harddisk-eksternal,Excellent,5,20.43
2611,beli-harddisk-eksternal,saya ingin membartalkan pembelian saya,5,20.41
2671,beli-harddisk-eksternal,Seagate BackUp Plus Portable 2TB,5,22.49
2672,beli-harddisk-eksternal,GOOD,5,21.5
2677,beli-harddisk-eksternal,memuaskan,5,30.51
2681,beli-harddisk-eksternal,Mantap,5,21.29
2821,beli-harddisk-eksternal,terbaik,5,30.55
2823,beli-harddisk-eksternal,mantap gan,5,29.99
2824,beli-harddisk-eksternal,responsif,5,29.01
2825,beli-harddisk-eksternal,recommended seller,5,29.01
2826,beli-harddisk-eksternal,cepet sampai,4,29.01
2832,beli-harddisk-eksternal,nice,5,23.09
2833,beli-harddisk-eksternal,cepat sampai.,4,23.03
2847,beli-harddisk-eksternal,Performance,5,15.51
2882,beli-harddisk-eksternal,Barang Bagus,5,23.01
2884,beli-harddisk-eksternal,keren barang baguuuuus,5,22.49
2944,beli-harddisk-eksternal,Gerak Cepat,5,21.51
2960,beli-harddisk-eksternal,nice,4,15.55
3031,beli-harddisk-eksternal,Sandisk CZ48 3.0,5,23.01
3032,beli-harddisk-eksternal,Mantab,4,21.48
3047,beli-harddisk-eksternal,istimewa,5,29.99
3049,beli-harddisk-eksternal,BAGUS,5,29.01
3050,beli-harddisk-eksternal,ORIGINAL,5,29
3057,beli-harddisk-eksternal,Barang Original Sandisk,5,24.67
3062,beli-harddisk-eksternal,barang oke,5,24.01
3065,beli-harddisk-eksternal,Recomended,5,23.06
3067,beli-harddisk-eksternal,packing bagus,5,22.49
3069,beli-harddisk-eksternal,Bagus,5,21.51
3227,beli-harddisk-eksternal,MANTAPPP,5,23.09
3229,beli-harddisk-eksternal,Memuaskan!,4,28.01
3243,beli-harddisk-eksternal,bagus original,5,16.51
3245,beli-harddisk-eksternal,REKOMENDASI!!,5,23.25
3246,beli-harddisk-eksternal,Sangat Memuaskan,5,21.37
3247,beli-harddisk-eksternal,Mantap,4,20.38
3248,beli-harddisk-eksternal,Keren,5,20.3
3252,beli-harddisk-eksternal,very good,5,17.57
3255,beli-harddisk-eksternal,Mantap,5,19.93
3257,beli-harddisk-eksternal,So far so good,4,19.84
3260,beli-harddisk-eksternal,WD My Passport New Design 4TB,5,27.93
3281,beli-harddisk-eksternal,HDD Enclosure,4,32.22
3282,beli-harddisk-eksternal,Puas,4,32.16
3284,beli-harddisk-eksternal,simple aja,5,31.27
3285,beli-harddisk-eksternal,"Barang mantap, pengiriman payah",5,30.51
3286,beli-harddisk-eksternal,Good seller,4,30.51
3288,beli-harddisk-eksternal,kualitas,5,29.01
3289,beli-harddisk-eksternal,WORKED,5,29.01
3290,beli-harddisk-eksternal,ulas ulang pembelian,5,29.01
3291,beli-harddisk-eksternal,recommended hdd enclosure,5,29.01
3292,beli-harddisk-eksternal,Positive,4,29.01
3293,beli-harddisk-eksternal,HDD Enclosure ORICO 2139U3,5,29.01
3294,beli-harddisk-eksternal,Rating salah,5,29.01
3295,beli-harddisk-eksternal,Puas,5,29.01
3296,beli-harddisk-eksternal,Sangat Puas,5,29.01
3297,beli-harddisk-eksternal,PUAAASSSSS BANGEEDDDD,5,29
3298,beli-harddisk-eksternal,Lima Bintang,5,28.98
3300,beli-harddisk-eksternal,Mantap,5,28.85
3301,beli-harddisk-eksternal,Mantap,5,28.83
3303,beli-harddisk-eksternal,Casing transparan yg memuaskan,5,28.01
3305,beli-harddisk-eksternal,"Bekerja dengan baik, semoga awet",5,28.01
3306,beli-harddisk-eksternal,Recommended Seller,5,28.01
3307,beli-harddisk-eksternal,jempol,5,28.01
3308,beli-harddisk-eksternal,Mantab Djiwa !!,5,28.01
3309,beli-harddisk-eksternal,Bagus,5,28.01
3310,beli-harddisk-eksternal,Memuaskan,5,28.01
3312,beli-harddisk-eksternal,"gila.... kemarin siang cek out, eh tadi pagi2 dah nyampe nih barang, sarapan aja ane belon sempet..puas banget pelayanannya, secepat kilat padahal pengiriman standar gratis ongkir. thanks ya",5,28.01
3315,beli-harddisk-eksternal,TOP,4,28
3316,beli-harddisk-eksternal,Mau kasih testi nih.,5,27.77
3317,beli-harddisk-eksternal,fast respon,4,27.65
3318,beli-harddisk-eksternal,Very recommended seller,5,27.56
3332,beli-harddisk-eksternal,Bagus,5,23.44
3333,beli-harddisk-eksternal,"Barang bagus, sesuai harga, pengiriman lumayan cepat",4,23.12
3334,beli-harddisk-eksternal,baik,4,23.1
3337,beli-harddisk-eksternal,barang bagus,5,22.71
3338,beli-harddisk-eksternal,good,5,22.51
3339,beli-harddisk-eksternal,Biarkan bintang yang ngomong 😁👍,5,22.5
3344,beli-harddisk-eksternal,Apresiasi,5,22.49
3346,beli-harddisk-eksternal,reccommended item!,5,21.83
3347,beli-harddisk-eksternal,puas,4,21.82
3348,beli-harddisk-eksternal,Mantap,5,21.51
3349,beli-harddisk-eksternal,Work,5,21.51
3350,beli-harddisk-eksternal,Ulasan Produk,5,21.51
3351,beli-harddisk-eksternal,kilat,5,21.51
3353,beli-harddisk-eksternal,bagus,5,21.51
3354,beli-harddisk-eksternal,good product,5,21.51
3355,beli-harddisk-eksternal,tlh ditrma,5,21.51
3357,beli-harddisk-eksternal,mantap,5,21.51
3358,beli-harddisk-eksternal,Barang Sesuai,5,21.51
3359,beli-harddisk-eksternal,barang bagus.mantap buat lazada,5,21.51
3361,beli-harddisk-eksternal,Bagus dan cepat sampai,5,21.51
3362,beli-harddisk-eksternal,good,4,21.51
3363,beli-harddisk-eksternal,Mantap,5,21.51
3366,beli-harddisk-eksternal,Bagus dan Cepat,5,21.51
3367,beli-harddisk-eksternal,it works,5,21.51
3368,beli-harddisk-eksternal,PUAS,5,21.51
3369,beli-harddisk-eksternal,bagus,5,21.51
3370,beli-harddisk-eksternal,LANCAR JAYAA,4,21.5
3371,beli-harddisk-eksternal,good,5,21.5
3372,beli-harddisk-eksternal,Recommend seller,5,21.47
3373,beli-harddisk-eksternal,Good,5,21.44
3374,beli-harddisk-eksternal,barang bagus,5,21.42
3375,beli-harddisk-eksternal,mantap,5,21.42
3376,beli-harddisk-eksternal,Bagus,5,21.41
3378,beli-harddisk-eksternal,Barang bagus,5,21.37
3379,beli-harddisk-eksternal,Mantap,5,21.37
3380,beli-harddisk-eksternal,Bagus dan simple.,5,21.37
3381,beli-harddisk-eksternal,Top markotop,5,21.35
3384,beli-harddisk-eksternal,top,5,21.26
3385,beli-harddisk-eksternal,Barang bagus,5,21.21
3387,beli-harddisk-eksternal,"Good, ....",5,20.74
3388,beli-harddisk-eksternal,Yahuud,5,20.72
3389,beli-harddisk-eksternal,Barang bagus,5,20.71
3391,beli-harddisk-eksternal,Ntaps,5,20.51
3394,beli-harddisk-eksternal,mantap,5,20.51
3397,beli-harddisk-eksternal,bagus,5,20.51
3398,beli-harddisk-eksternal,Puas,5,20.51
3399,beli-harddisk-eksternal,Lima Bintang,5,20.51
3400,beli-harddisk-eksternal,belum dicoba,4,20.51
3401,beli-harddisk-eksternal,"ORICO 2139U3 Enclosure HDD/SSD 2.5"" USB3.0 - Transparent",5,20.51
3402,beli-harddisk-eksternal,Good,5,20.51
3405,beli-harddisk-eksternal,Orico Enclosure HDD,5,20.51
3406,beli-harddisk-eksternal,Sesuai,5,20.51
3407,beli-harddisk-eksternal,Orico hdd usb3,5,20.51
3408,beli-harddisk-eksternal,Mantap,5,20.51
3409,beli-harddisk-eksternal,Murah meriah tp barang oke,4,20.51
3410,beli-harddisk-eksternal,Mantap,5,20.51
3411,beli-harddisk-eksternal,Memuaskan,5,20.51
3415,beli-harddisk-eksternal,use full,5,20.5
3416,beli-harddisk-eksternal,"ORICO 2139U3 Enclosure HDD/SSD 2.5"" USB3.0 - Transparent",5,20.5
3418,beli-harddisk-eksternal,Barang oke punya,5,20.5
3419,beli-harddisk-eksternal,Empat Bintang,4,20.5
3420,beli-harddisk-eksternal,"Cover harddisk ORICO 2139U3 Enclosure HDD/SSD 2.5"" USB3.0",4,20.34
3421,beli-harddisk-eksternal,Manteb,5,20.29
3422,beli-harddisk-eksternal,Barang bagus,5,20.27
3423,beli-harddisk-eksternal,HDD transparan,5,20.23
3424,beli-harddisk-eksternal,Puas,5,20.19
3425,beli-harddisk-eksternal,Barang ok lah,5,20.18
3426,beli-harddisk-eksternal,Good,5,20.13
3427,beli-harddisk-eksternal,ORICO 2139U3 Enclosure,4,20.03
3455,beli-harddisk-eksternal,The Best Service,5,17.76
3457,beli-harddisk-eksternal,Good Seller..!!!,5,17.65
3458,beli-harddisk-eksternal,bintang,4,17.64
3460,beli-harddisk-eksternal,PUASS,5,17.62
3461,beli-harddisk-eksternal,Good,4,17.62
3462,beli-harddisk-eksternal,Best product ever!,5,17.58
3463,beli-harddisk-eksternal,Mantap,5,17.56
